ID	Customer Age (in months)	"Churn (1 = Yes, 0 = No)"	CHI Score Month 0	CHI Score 0-1	Support Cases Month 0	Support Cases 0-1	SP Month 0	SP 0-1	Logins 0-1	Blog Articles 0-1	Views 0-1	 Days Since Last Login 0-1
" 3,698 "	 10.0 	 -   	 88.0 	 (2.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (107.0)	 (1.0)
" 3,699 "	 10.0 	 -   	 67.0 	 36.0 	 -   	 -   	 -   	 -   	 26.0 	 1.0 	 5.0 	 16.0 
" 3,700 "	 6.0 	 -   	 187.0 	 9.0 	 -   	 -   	 -   	 -   	 4.0 	 1.0 	" 1,333.0 "	 2.0 
" 3,701 "	 10.0 	 -   	 120.0 	 16.0 	 1.0 	 1.0 	 3.0 	 3.0 	 2.0 	 (4.0)	" 1,181.0 "	 4.0 
" 3,702 "	 10.0 	 -   	 89.0 	 (13.0)	 -   	 -   	 -   	 -   	 (38.0)	 2.0 	 17.0 	 (6.0)
" 3,703 "	 7.0 	 -   	 177.0 	 (2.0)	 -   	 (4.0)	 -   	 (3.0)	 (15.0)	 10.0 	 95.0 	 3.0 
" 3,704 "	 6.0 	 -   	 143.0 	 91.0 	 1.0 	 (2.0)	 3.0 	 -   	 4.0 	 1.0 	 (4.0)	 (15.0)
" 3,705 "	 10.0 	 -   	 95.0 	 (67.0)	 2.0 	 -   	 3.0 	 0.5 	 8.0 	 (5.0)	 (48.0)	 (2.0)
" 3,706 "	 10.0 	 -   	 142.0 	 (7.0)	 -   	 -   	 -   	 -   	 1.0 	 5.0 	" (2,068.0)"	 -   
" 3,707 "	 9.0 	 -   	 198.0 	 32.0 	 -   	 -   	 -   	 -   	 32.0 	 5.0 	 46.0 	 (2.0)
" 3,708 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 3,709 "	 9.0 	 -   	 170.0 	 (2.0)	 -   	 (1.0)	 -   	 (3.0)	 (14.0)	 (2.0)	 27.0 	 (2.0)
" 3,710 "	 10.0 	 -   	 55.0 	 (11.0)	 -   	 -   	 -   	 -   	 1.0 	 -   	 -   	 -   
" 3,711 "	 10.0 	 -   	 145.0 	 36.0 	 4.0 	 2.0 	 3.0 	 -   	 37.0 	 1.0 	 (199.0)	 -   
" 3,712 "	 9.0 	 -   	 129.0 	 70.0 	 -   	 -   	 -   	 -   	 122.0 	 5.0 	 92.0 	 31.0 
" 3,713 "	 9.0 	 -   	 219.0 	 (11.0)	 1.0 	 (2.0)	 2.0 	 (0.7)	 6.0 	 (2.0)	 603.0 	 -   
" 3,714 "	 10.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 2.0 	 31.0 
" 3,715 "	 10.0 	 -   	 65.0 	 58.0 	 -   	 -   	 -   	 -   	 4.0 	 1.0 	 -   	 30.0 
" 3,716 "	 10.0 	 -   	 83.0 	 (29.0)	 -   	 (1.0)	 -   	 (3.0)	 (18.0)	 (4.0)	 (3.0)	 (3.0)
" 3,717 "	 10.0 	 -   	 157.0 	 49.0 	 6.0 	 2.0 	 3.0 	 (0.5)	 175.0 	 2.0 	 (482.0)	 -   
" 3,718 "	 7.0 	 -   	 78.0 	 24.0 	 -   	 -   	 -   	 -   	 1.0 	 -   	 11.0 	 9.0 
" 3,719 "	 9.0 	 -   	 44.0 	 2.0 	 -   	 (1.0)	 -   	 (3.0)	 1.0 	 -   	 -   	 (3.0)
" 3,720 "	 10.0 	 -   	 74.0 	 (31.0)	 -   	 -   	 -   	 -   	 (11.0)	 -   	 27.0 	 12.0 
" 3,721 "	 10.0 	 -   	 125.0 	 (5.0)	 -   	 -   	 -   	 -   	 1.0 	 (5.0)	" 1,860.0 "	 1.0 
" 3,722 "	 8.0 	 -   	 126.0 	 (8.0)	 1.0 	 (5.0)	 2.0 	 (0.8)	 (45.0)	 3.0 	 268.0 	 -   
" 3,723 "	 8.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 3,724 "	 10.0 	 -   	 -   	 (56.0)	 -   	 -   	 -   	 -   	 (9.0)	 (5.0)	 34.0 	 (4.0)
" 3,725 "	 10.0 	 -   	 30.0 	 -   	 -   	 -   	 -   	 -   	 8.0 	 -   	 14.0 	 2.0 
" 3,726 "	 9.0 	 1.0 	 13.0 	 (21.0)	 -   	 (4.0)	 -   	 (3.0)	 (50.0)	 -   	 (360.0)	 4.0 
" 3,727 "	 10.0 	 -   	 140.0 	 (4.0)	 -   	 (1.0)	 -   	 (2.0)	 (8.0)	 (3.0)	 (76.0)	 -   
" 3,728 "	 10.0 	 -   	 124.0 	 (45.0)	 -   	 -   	 -   	 -   	 3.0 	 5.0 	 9.0 	 -   
" 3,729 "	 9.0 	 -   	 126.0 	 (8.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (46.0)	 5.0 
" 3,730 "	 10.0 	 -   	 178.0 	 1.0 	 3.0 	 2.0 	 3.0 	 3.0 	 38.0 	 1.0 	 164.0 	 -   
" 3,731 "	 9.0 	 -   	 125.0 	 10.0 	 2.0 	 -   	 3.0 	 -   	 15.0 	 -   	 75.0 	 -   
" 3,732 "	 9.0 	 -   	 189.0 	 12.0 	 1.0 	 1.0 	 3.0 	 3.0 	 21.0 	 5.0 	 (678.0)	 -   
" 3,733 "	 9.0 	 -   	 113.0 	 1.0 	 4.0 	 -   	 3.0 	 -   	 (19.0)	 -   	 (312.0)	 (1.0)
" 3,734 "	 9.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 (5.0)	 31.0 
" 3,735 "	 10.0 	 -   	 36.0 	 15.0 	 -   	 -   	 -   	 -   	 6.0 	 -   	 (7.0)	 (46.0)
" 3,736 "	 10.0 	 -   	 166.0 	 (3.0)	 1.0 	 (1.0)	 3.0 	 (0.5)	 (62.0)	 (7.0)	" 1,073.0 "	 -   
" 3,737 "	 10.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 30.0 
" 3,738 "	 10.0 	 -   	 105.0 	 16.0 	 -   	 -   	 -   	 -   	 111.0 	 2.0 	 171.0 	 (10.0)
" 3,739 "	 7.0 	 -   	 117.0 	 (31.0)	 1.0 	 (4.0)	 3.0 	 -   	 24.0 	 1.0 	 (5.0)	 3.0 
" 3,740 "	 10.0 	 -   	 201.0 	 (18.0)	 -   	 (5.0)	 -   	 (3.0)	 85.0 	 (1.0)	 (233.0)	 -   
" 3,741 "	 10.0 	 -   	 63.0 	 (25.0)	 -   	 -   	 -   	 -   	 (7.0)	 -   	 589.0 	 3.0 
" 3,742 "	 10.0 	 -   	 79.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 (98.0)	 3.0 
" 3,743 "	 10.0 	 -   	 109.0 	 (20.0)	 -   	 (2.0)	 -   	 (3.0)	 24.0 	 (1.0)	 122.0 	 -   
" 3,744 "	 10.0 	 -   	 55.0 	 -   	 -   	 -   	 -   	 -   	 (11.0)	 -   	 21.0 	 17.0 
" 3,745 "	 9.0 	 -   	 197.0 	 15.0 	 2.0 	 1.0 	 3.0 	 -   	 159.0 	 -   	 (185.0)	 -   
" 3,746 "	 10.0 	 -   	 73.0 	 (27.0)	 -   	 -   	 -   	 -   	 5.0 	 (2.0)	 28.0 	 6.0 
" 3,747 "	 10.0 	 -   	 104.0 	 40.0 	 -   	 (2.0)	 -   	 (3.0)	 28.0 	 -   	 (53.0)	 2.0 
" 3,748 "	 5.0 	 -   	 140.0 	 35.0 	 5.0 	 (5.0)	 3.0 	 -   	 31.0 	 (4.0)	 12.0 	 2.0 
" 3,749 "	 10.0 	 -   	 157.0 	 59.0 	 4.0 	 3.0 	 2.8 	 2.8 	 76.0 	 (3.0)	 5.0 	 (2.0)
" 3,750 "	 10.0 	 -   	 221.0 	 75.0 	 -   	 -   	 -   	 -   	 37.0 	 8.0 	 97.0 	 -   
" 3,751 "	 9.0 	 -   	 15.0 	 (10.0)	 -   	 -   	 -   	 -   	 -   	 -   	 2.0 	 31.0 
" 3,752 "	 10.0 	 -   	 112.0 	 (11.0)	 2.0 	 (3.0)	 3.0 	 -   	 31.0 	 -   	 30.0 	 (3.0)
" 3,753 "	 10.0 	 -   	 151.0 	 2.0 	 -   	 -   	 -   	 -   	 22.0 	 1.0 	 (73.0)	 -   
" 3,754 "	 10.0 	 -   	 149.0 	 22.0 	 7.0 	 5.0 	 3.0 	 -   	 (38.0)	 1.0 	 175.0 	 1.0 
" 3,755 "	 10.0 	 -   	 132.0 	 1.0 	 1.0 	 (8.0)	 3.0 	 -   	 7.0 	 -   	 13.0 	 -   
" 3,756 "	 10.0 	 -   	 36.0 	 (37.0)	 -   	 -   	 -   	 -   	 14.0 	 (1.0)	 26.0 	 3.0 
" 3,757 "	 10.0 	 -   	 142.0 	 (15.0)	 1.0 	 (2.0)	 3.0 	 -   	 17.0 	 (1.0)	 (82.0)	 -   
" 3,758 "	 10.0 	 -   	 69.0 	 (41.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 638.0 	 3.0 
" 3,759 "	 10.0 	 -   	 27.0 	 (10.0)	 -   	 -   	 -   	 -   	 1.0 	 -   	 39.0 	 (63.0)
" 3,760 "	 10.0 	 -   	 94.0 	 (3.0)	 -   	 (1.0)	 -   	 (3.0)	 30.0 	 2.0 	 218.0 	 (10.0)
" 3,761 "	 10.0 	 -   	 76.0 	 -   	 1.0 	 1.0 	 3.0 	 3.0 	 (2.0)	 -   	 (4.0)	 1.0 
" 3,762 "	 10.0 	 -   	 98.0 	 60.0 	 -   	 -   	 -   	 -   	 4.0 	 1.0 	 (56.0)	 31.0 
" 3,763 "	 10.0 	 -   	 99.0 	 13.0 	 -   	 -   	 -   	 -   	 36.0 	 -   	 (24.0)	 (13.0)
" 3,764 "	 9.0 	 -   	 58.0 	 36.0 	 -   	 -   	 -   	 -   	 8.0 	 1.0 	 (16.0)	 1.0 
" 3,765 "	 10.0 	 -   	 82.0 	 (2.0)	 -   	 -   	 -   	 -   	 (9.0)	 -   	 60.0 	 (1.0)
" 3,766 "	 10.0 	 -   	 2.0 	 (14.0)	 -   	 -   	 -   	 -   	 -   	 -   	 (93.0)	 31.0 
" 3,767 "	 9.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 3,768 "	 9.0 	 -   	 92.0 	 (15.0)	 -   	 (2.0)	 -   	 (3.0)	 (51.0)	 (4.0)	" 1,659.0 "	 -   
" 3,769 "	 9.0 	 1.0 	 52.0 	 -   	 -   	 -   	 -   	 -   	 2.0 	 -   	 (44.0)	 31.0 
" 3,770 "	 10.0 	 -   	 101.0 	 (30.0)	 -   	 -   	 -   	 -   	 (11.0)	 (4.0)	 (375.0)	 -   
" 3,771 "	 9.0 	 -   	 173.0 	 7.0 	 -   	 (1.0)	 -   	 (4.0)	 33.0 	 2.0 	 30.0 	 1.0 
" 3,772 "	 10.0 	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 3,773 "	 9.0 	 -   	 185.0 	 43.0 	 2.0 	 (2.0)	 3.0 	 1.0 	 (38.0)	 (1.0)	 224.0 	 -   
" 3,774 "	 10.0 	 -   	 158.0 	 (34.0)	 3.0 	 -   	 2.7 	 (0.3)	 (48.0)	 -   	 396.0 	 -   
" 3,775 "	 8.0 	 -   	 21.0 	 (3.0)	 -   	 -   	 -   	 -   	 20.0 	 -   	 -   	 10.0 
" 3,776 "	 10.0 	 -   	 195.0 	 17.0 	 3.0 	 (1.0)	 3.0 	 -   	 125.0 	 2.0 	 207.0 	 -   
" 3,777 "	 10.0 	 -   	 191.0 	 3.0 	 5.0 	 1.0 	 3.0 	 -   	 100.0 	 2.0 	" 230,414.0 "	 -   
" 3,778 "	 9.0 	 -   	 164.0 	 19.0 	 2.0 	 (1.0)	 2.5 	 (0.5)	 105.0 	 -   	 (58.0)	 (1.0)
" 3,779 "	 5.0 	 1.0 	 68.0 	 16.0 	 3.0 	 2.0 	 3.0 	 -   	 (7.0)	 -   	 951.0 	 6.0 
" 3,780 "	 9.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 3,781 "	 8.0 	 -   	 64.0 	 (12.0)	 1.0 	 1.0 	 3.0 	 3.0 	 (11.0)	 -   	 161.0 	 (3.0)
" 3,782 "	 1.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 3,783 "	 10.0 	 -   	 6.0 	 (76.0)	 -   	 -   	 -   	 -   	 (2.0)	 (1.0)	 (52.0)	 (7.0)
" 3,784 "	 10.0 	 -   	 129.0 	 (6.0)	 -   	 (2.0)	 -   	 (2.0)	 20.0 	 -   	 95.0 	 -   
" 3,785 "	 10.0 	 -   	 136.0 	 -   	 -   	 -   	 -   	 -   	 20.0 	 3.0 	 121.0 	 7.0 
" 3,786 "	 10.0 	 -   	 34.0 	 (26.0)	 -   	 -   	 -   	 -   	 (1.0)	 -   	 5.0 	 3.0 
" 3,787 "	 9.0 	 -   	 5.0 	 (17.0)	 -   	 -   	 -   	 -   	 3.0 	 -   	 16.0 	 (87.0)
" 3,788 "	 8.0 	 -   	 107.0 	 43.0 	 3.0 	 3.0 	 3.0 	 3.0 	 167.0 	 -   	 -   	 -   
" 3,789 "	 8.0 	 -   	 234.0 	 2.0 	 -   	 -   	 -   	 -   	 (15.0)	 6.0 	 (937.0)	 -   
" 3,790 "	 9.0 	 -   	 53.0 	 (62.0)	 -   	 -   	 -   	 -   	 (2.0)	 (1.0)	 (8.0)	 16.0 
" 3,791 "	 9.0 	 -   	 43.0 	 8.0 	 -   	 -   	 -   	 -   	 51.0 	 -   	 -   	 (3.0)
" 3,792 "	 9.0 	 -   	 91.0 	 (21.0)	 -   	 -   	 -   	 -   	 5.0 	 -   	 126.0 	 6.0 
" 3,793 "	 10.0 	 -   	 140.0 	 (4.0)	 1.0 	 1.0 	 3.0 	 3.0 	 11.0 	 (2.0)	 (151.0)	 (2.0)
" 3,794 "	 10.0 	 -   	 183.0 	 11.0 	 -   	 -   	 -   	 -   	 13.0 	 6.0 	 116.0 	 -   
" 3,795 "	 10.0 	 -   	 207.0 	 37.0 	 1.0 	 (4.0)	 3.0 	 -   	 101.0 	 3.0 	 598.0 	 -   
" 3,796 "	 9.0 	 -   	 210.0 	 87.0 	 2.0 	 (7.0)	 3.0 	 -   	 56.0 	 3.0 	 142.0 	 (1.0)
" 3,797 "	 9.0 	 -   	 133.0 	 1.0 	 -   	 -   	 -   	 -   	 10.0 	 -   	" 3,887.0 "	 -   
" 3,798 "	 9.0 	 -   	 112.0 	 51.0 	 1.0 	 1.0 	 3.0 	 3.0 	 22.0 	 1.0 	 (66.0)	 (2.0)
" 3,799 "	 10.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 3,800 "	 10.0 	 -   	 78.0 	 (15.0)	 -   	 (1.0)	 -   	 (3.0)	 (2.0)	 (1.0)	 (11.0)	 1.0 
" 3,801 "	 9.0 	 -   	 128.0 	 (4.0)	 -   	 (1.0)	 -   	 (3.0)	 (79.0)	 (3.0)	 312.0 	 -   
" 3,802 "	 8.0 	 -   	 67.0 	 (1.0)	 -   	 -   	 -   	 -   	 5.0 	 -   	 57.0 	 10.0 
" 3,803 "	 9.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 1.0 	 -   	 -   	 (47.0)
" 3,804 "	 9.0 	 -   	 150.0 	 15.0 	 -   	 -   	 -   	 -   	 31.0 	 -   	 452.0 	 -   
" 3,805 "	 9.0 	 -   	 148.0 	 18.0 	 -   	 -   	 -   	 -   	 159.0 	 2.0 	 45.0 	 -   
" 3,806 "	 8.0 	 1.0 	 109.0 	 10.0 	 -   	 -   	 -   	 -   	 3.0 	 -   	 150.0 	 6.0 
" 3,807 "	 6.0 	 -   	 -   	 (41.0)	 -   	 -   	 -   	 -   	 (14.0)	 -   	 -   	 1.0 
" 3,808 "	 9.0 	 -   	 165.0 	 46.0 	 -   	 -   	 -   	 -   	 20.0 	 5.0 	 2.0 	 31.0 
" 3,809 "	 9.0 	 -   	 1.0 	 1.0 	 2.0 	 2.0 	 3.0 	 3.0 	 18.0 	 -   	 -   	 31.0 
" 3,810 "	 8.0 	 -   	 72.0 	 -   	 -   	 (1.0)	 -   	 (3.0)	 4.0 	 -   	 (4.0)	 -   
" 3,811 "	 8.0 	 1.0 	 40.0 	 (100.0)	 -   	 (1.0)	 -   	 (2.0)	 (16.0)	 -   	" 4,399.0 "	 6.0 
" 3,812 "	 10.0 	 -   	 91.0 	 10.0 	 2.0 	 2.0 	 3.0 	 3.0 	 226.0 	 -   	 (24.0)	 -   
" 3,813 "	 9.0 	 -   	 14.0 	 11.0 	 -   	 -   	 -   	 -   	 19.0 	 -   	 1.0 	 19.0 
" 3,814 "	 4.0 	 -   	 23.0 	 (11.0)	 1.0 	 1.0 	 3.0 	 3.0 	 36.0 	 -   	 1.0 	 -   
" 3,815 "	 10.0 	 -   	 97.0 	 52.0 	 2.0 	 (2.0)	 3.0 	 -   	 27.0 	 1.0 	 -   	 (23.0)
" 3,816 "	 9.0 	 -   	 169.0 	 (33.0)	 1.0 	 (2.0)	 3.0 	 -   	 (31.0)	 (1.0)	 244.0 	 2.0 
" 3,817 "	 9.0 	 -   	 86.0 	 2.0 	 -   	 -   	 -   	 -   	 (6.0)	 3.0 	 -   	 -   
" 3,818 "	 9.0 	 -   	 79.0 	 (42.0)	 -   	 (1.0)	 -   	 (3.0)	 (3.0)	 (1.0)	 39.0 	 12.0 
" 3,819 "	 9.0 	 -   	 134.0 	 (18.0)	 1.0 	 1.0 	 3.0 	 3.0 	 39.0 	 3.0 	 247.0 	 -   
" 3,820 "	 8.0 	 -   	 141.0 	 (36.0)	 -   	 (1.0)	 -   	 (3.0)	 89.0 	 9.0 	 108.0 	 -   
" 3,821 "	 8.0 	 -   	 167.0 	 5.0 	 -   	 (2.0)	 -   	 (3.0)	 119.0 	 12.0 	 195.0 	 -   
" 3,822 "	 9.0 	 -   	 118.0 	 18.0 	 2.0 	 2.0 	 3.0 	 3.0 	 83.0 	 -   	 (47.0)	 (14.0)
" 3,823 "	 9.0 	 -   	 66.0 	 (108.0)	 -   	 (1.0)	 -   	 (3.0)	 (82.0)	 (1.0)	 56.0 	 -   
" 3,824 "	 9.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 7.0 	 31.0 
" 3,825 "	 8.0 	 -   	 86.0 	 (1.0)	 -   	 -   	 -   	 -   	 (2.0)	 -   	 (56.0)	 (5.0)
" 3,826 "	 8.0 	 -   	 18.0 	 (41.0)	 -   	 -   	 -   	 -   	 (4.0)	 -   	 10.0 	 (23.0)
" 3,827 "	 9.0 	 -   	 187.0 	 (31.0)	 -   	 -   	 -   	 -   	 44.0 	 (1.0)	 489.0 	 -   
" 3,828 "	 9.0 	 -   	 216.0 	 48.0 	 -   	 -   	 -   	 -   	 70.0 	 -   	 68.0 	 -   
" 3,829 "	 2.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   
" 3,830 "	 9.0 	 -   	 159.0 	 (45.0)	 1.0 	 (3.0)	 3.0 	 -   	 (15.0)	 (2.0)	 (40.0)	 -   
" 3,831 "	 9.0 	 -   	 150.0 	 10.0 	 4.0 	 4.0 	 2.8 	 2.8 	 33.0 	 -   	 (63.0)	 (1.0)
" 3,832 "	 9.0 	 -   	 135.0 	 (15.0)	 1.0 	 1.0 	 3.0 	 3.0 	 54.0 	 1.0 	 (70.0)	 -   
" 3,833 "	 9.0 	 -   	 134.0 	 (5.0)	 -   	 -   	 -   	 -   	 (2.0)	 -   	 (63.0)	 3.0 
" 3,834 "	 9.0 	 -   	 41.0 	 (36.0)	 2.0 	 1.0 	 3.0 	 -   	 48.0 	 (1.0)	 (24.0)	 (1.0)
" 3,835 "	 9.0 	 -   	 182.0 	 (3.0)	 1.0 	 -   	 3.0 	 -   	 6.0 	 (2.0)	 100.0 	 (1.0)
" 3,836 "	 9.0 	 -   	 25.0 	 -   	 -   	 (2.0)	 -   	 (3.0)	 (6.0)	 -   	 3.0 	 (14.0)
" 3,837 "	 9.0 	 -   	 143.0 	 (26.0)	 -   	 -   	 -   	 -   	 (9.0)	 -   	 (167.0)	 -   
" 3,838 "	 9.0 	 -   	 80.0 	 15.0 	 -   	 (1.0)	 -   	 (3.0)	 -   	 -   	 41.0 	 4.0 
" 3,839 "	 9.0 	 -   	 194.0 	 14.0 	 -   	 -   	 -   	 -   	 71.0 	 8.0 	 (302.0)	 -   
" 3,840 "	 6.0 	 -   	 31.0 	 2.0 	 1.0 	 (1.0)	 2.0 	 (1.0)	 -   	 -   	 -   	 (14.0)
" 3,841 "	 3.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 10.0 	 -   	 -   	 -   
" 3,842 "	 6.0 	 -   	 81.0 	 36.0 	 2.0 	 -   	 3.0 	 -   	 54.0 	 1.0 	 -   	 1.0 
" 3,843 "	 9.0 	 -   	 15.0 	 (10.0)	 -   	 -   	 -   	 -   	 (3.0)	 -   	 (5.0)	 1.0 
" 3,844 "	 9.0 	 -   	 135.0 	 (5.0)	 -   	 (1.0)	 -   	 (3.0)	 (22.0)	 -   	 528.0 	 (2.0)
" 3,845 "	 3.0 	 -   	 31.0 	 31.0 	 -   	 -   	 -   	 -   	 34.0 	 -   	 -   	 -   
" 3,846 "	 9.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 5.0 	 31.0 
" 3,847 "	 9.0 	 -   	 131.0 	 33.0 	 -   	 -   	 -   	 -   	 3.0 	 2.0 	 38.0 	 (1.0)
" 3,848 "	 8.0 	 -   	 196.0 	 13.0 	 10.0 	 8.0 	 3.0 	 0.5 	 211.0 	 (1.0)	 26.0 	 -   
" 3,849 "	 7.0 	 1.0 	 135.0 	 (1.0)	 2.0 	 2.0 	 3.0 	 3.0 	 (45.0)	 -   	 17.0 	 (4.0)
" 3,850 "	 9.0 	 -   	 192.0 	 (6.0)	 -   	 -   	 -   	 -   	 (16.0)	 (1.0)	 (28.0)	 (3.0)
" 3,851 "	 8.0 	 -   	 166.0 	 4.0 	 -   	 -   	 -   	 -   	 13.0 	 (2.0)	 169.0 	 -   
" 3,852 "	 9.0 	 -   	 210.0 	 9.0 	 -   	 (1.0)	 -   	 (1.0)	 7.0 	 8.0 	 (589.0)	 -   
" 3,853 "	 4.0 	 -   	 45.0 	 40.0 	 -   	 -   	 -   	 -   	 74.0 	 1.0 	 -   	 1.0 
" 3,854 "	 8.0 	 -   	 21.0 	 1.0 	 -   	 -   	 -   	 -   	 (2.0)	 -   	 -   	 (3.0)
" 3,855 "	 3.0 	 -   	 64.0 	 64.0 	 -   	 -   	 -   	 -   	 18.0 	 1.0 	 -   	 -   
" 3,856 "	 9.0 	 -   	 120.0 	 (38.0)	 -   	 -   	 -   	 -   	 33.0 	 (2.0)	 482.0 	 (2.0)
" 3,857 "	 9.0 	 -   	 130.0 	 (5.0)	 -   	 (1.0)	 -   	 (3.0)	 (13.0)	 -   	 230.0 	 1.0 
" 3,858 "	 9.0 	 -   	 121.0 	 61.0 	 -   	 -   	 -   	 -   	 22.0 	 3.0 	 3.0 	 31.0 
" 3,859 "	 8.0 	 -   	 177.0 	 13.0 	 4.0 	 3.0 	 2.3 	 (0.7)	 32.0 	 (1.0)	 (57.0)	 -   
" 3,860 "	 9.0 	 -   	 60.0 	 (32.0)	 1.0 	 -   	 -   	 (3.0)	 6.0 	 (2.0)	 (26.0)	 10.0 
" 3,861 "	 7.0 	 1.0 	 33.0 	 (36.0)	 -   	 -   	 -   	 -   	 (4.0)	 (1.0)	 (148.0)	 22.0 
" 3,862 "	 8.0 	 -   	 31.0 	 (15.0)	 1.0 	 (1.0)	 3.0 	 -   	 (20.0)	 -   	 2.0 	 (24.0)
" 3,863 "	 4.0 	 -   	 46.0 	 (1.0)	 2.0 	 -   	 3.0 	 -   	 75.0 	 -   	 494.0 	 -   
" 3,864 "	 9.0 	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 -   	 31.0 
" 3,865 "	 9.0 	 -   	 64.0 	 (37.0)	 -   	 -   	 -   	 -   	 (3.0)	 (1.0)	 (64.0)	 (7.0)
" 3,866 "	 9.0 	 -   	 143.0 	 8.0 	 1.0 	 -   	 2.0 	 -   	 67.0 	 -   	 707.0 	 4.0 
" 3,867 "	 8.0 	 -   	 168.0 	 9.0 	 5.0 	 3.0 	 3.0 	 -   	 (6.0)	 (4.0)	 43.0 	 -   
" 3,868 "	 4.0 	 -   	 39.0 	 39.0 	 2.0 	 2.0 	 3.0 	 3.0 	 (4.0)	 -   	 -   	 3.0 
" 3,869 "	 8.0 	 -   	 104.0 	 24.0 	 -   	 -   	 -   	 -   	 59.0 	 3.0 	 32.0 	 5.0 
" 3,870 "	 9.0 	 -   	 109.0 	 59.0 	 4.0 	 4.0 	 3.0 	 3.0 	 32.0 	 1.0 	 46.0 	 2.0 
" 3,871 "	 7.0 	 -   	 150.0 	 3.0 	 2.0 	 1.0 	 3.0 	 -   	 36.0 	 2.0 	 197.0 	 -   
" 3,872 "	 6.0 	 -   	 195.0 	 54.0 	 1.0 	 1.0 	 3.0 	 3.0 	 96.0 	 (2.0)	 (51.0)	 -   
" 3,873 "	 9.0 	 -   	 185.0 	 (2.0)	 -   	 (1.0)	 -   	 (3.0)	 (71.0)	 -   	 190.0 	 -   
" 3,874 "	 8.0 	 -   	 189.0 	 18.0 	 1.0 	 1.0 	 3.0 	 3.0 	 47.0 	 -   	 (717.0)	 -   
" 3,875 "	 8.0 	 -   	 173.0 	 (3.0)	 4.0 	 2.0 	 3.0 	 1.0 	 30.0 	 (3.0)	 67.0 	 -   
" 3,876 "	 8.0 	 1.0 	 107.0 	 (10.0)	 -   	 -   	 -   	 -   	 (28.0)	 -   	 102.0 	 -   
" 3,877 "	 9.0 	 -   	 164.0 	 (3.0)	 -   	 -   	 -   	 -   	 8.0 	 1.0 	 (24.0)	 -   
" 3,878 "	 8.0 	 -   	 123.0 	 (54.0)	 1.0 	 (4.0)	 3.0 	 -   	 6.0 	 (2.0)	 (512.0)	 17.0 
" 3,879 "	 8.0 	 -   	 124.0 	 4.0 	 -   	 -   	 -   	 -   	 66.0 	 -   	 (161.0)	 -   
" 3,880 "	 9.0 	 -   	 180.0 	 11.0 	 3.0 	 2.0 	 2.7 	 (0.3)	 (38.0)	 1.0 	" 1,290.0 "	 -   
" 3,881 "	 4.0 	 -   	 111.0 	 103.0 	 15.0 	 15.0 	 3.0 	 3.0 	 68.0 	 -   	 -   	 -   
" 3,882 "	 9.0 	 -   	 129.0 	 (2.0)	 3.0 	 (1.0)	 3.0 	 -   	 31.0 	 (2.0)	 (547.0)	 1.0 
" 3,883 "	 5.0 	 -   	 62.0 	 22.0 	 2.0 	 2.0 	 2.5 	 2.5 	 16.0 	 3.0 	 19.0 	 -   
" 3,884 "	 9.0 	 -   	 88.0 	 -   	 -   	 -   	 -   	 -   	 (3.0)	 -   	 (24.0)	 17.0 
" 3,885 "	 6.0 	 -   	 84.0 	 26.0 	 -   	 -   	 -   	 -   	 21.0 	 6.0 	 5.0 	 1.0 
" 3,886 "	 8.0 	 1.0 	 93.0 	 10.0 	 -   	 -   	 -   	 -   	 45.0 	 -   	 (272.0)	 -   
" 3,887 "	 9.0 	 -   	 77.0 	 (18.0)	 1.0 	 1.0 	 3.0 	 3.0 	 -   	 -   	 266.0 	 (1.0)
" 3,888 "	 9.0 	 -   	 132.0 	 109.0 	 -   	 -   	 -   	 -   	 67.0 	 1.0 	 (126.0)	 (3.0)
